WORKING_HOUR,NET,AUTORUN_EDITS,EXISTS_IN_AUTORUN,CRYPT_DLLS_LOADED,FILES_WRITTEN,AVG_WRITTEN_ENTROPY,ELEVATED,AVG_WRITES_FILES,QUERY_DIRECTORY,KILL_DEFENSE,DELETE_BACKUP
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,1,1,0,4,0,0,120,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,1,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,1,0,0,4,0,0,54,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,1,0,0,0,0
0,0,0,0,0,0,4,1,0,0,0,0
0,0,0,0,0,0,4,1,0,0,0,0
0,0,0,1,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,1,0,0,0,0
0,0,0,0,1,0,4,1,0,55,0,0
0,0,0,0,0,0,4,1,0,0,0,0
0,0,0,0,1,0,4,1,0,72,0,0
0,0,0,0,1,0,4,1,0,42,0,0
0,0,0,1,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,32,0,0
0,0,0,0,1,0,4,1,0,0,0,0
0,0,0,0,0,0,4,1,0,0,0,0
0,0,0,0,1,0,4,1,0,0,0,0
0,0,0,0,0,0,4,1,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,1,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,1,0,4,1,0,72,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,1,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,1,0,0,0,0
0,0,0,0,0,0,4,1,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,33,0,0
0,0,0,0,0,0,4,1,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,1,0,7,0,0
0,0,0,0,0,0,4,1,0,0,0,0
0,0,0,0,0,0,4,1,0,0,0,0
0,0,0,0,1,0,4,1,0,14,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,1,0,0,0,0
0,0,0,0,0,0,4,0,0,114,0,0
0,0,0,0,0,0,4,1,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,1,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,1,0,0
0,0,0,0,1,0,4,1,0,72,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,1,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,1,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
